gene,logFC,logCPM,F,PValue,FDR,population,contrast,n_donors,tested_genes
HNRNPD-DT,-1.40607744744731,3.38232982631433,1.85661219908793,0.173980707270201,0.414611577697747,Resolved,alpha_interaction,4,16812
HNRNPDL,-1.61594111717657,6.19561159477089,17.398963762868,3.92013754217302e-05,0.000710186986627293,Resolved,alpha_interaction,4,16812
HNRNPF,-1.33040237825104,8.66192572303403,29.2469466040385,1.26077660596408e-07,4.98733559987484e-06,Resolved,alpha_interaction,4,16812
HNRNPH1,-1.40487715486436,6.02295582309147,10.7689647043162,0.00114749623579789,0.0116391304759539,Resolved,alpha_interaction,4,16812
HNRNPH2,-0.84839114658811,6.62392534297684,6.05440518913438,0.0144072286232776,0.0826388016426281,Resolved,alpha_interaction,4,16812
HNRNPH3,-0.972253578096835,7.99032382424039,13.3578429657274,0.000301333307270615,0.00394549498585169,Resolved,alpha_interaction,4,16812
HNRNPK,-0.99457997122976,8.31144150620361,14.9502145011295,0.00013406963211067,0.0020269592221624,Resolved,alpha_interaction,4,16812
HNRNPL,-0.469627635552324,7.22601066083352,2.57332015113672,0.109680256374117,0.321452341154958,Resolved,alpha_interaction,4,16812
HNRNPLL,-0.598809285537709,4.22514768020677,0.851468565339566,0.356836976120163,0.592771446418975,Resolved,alpha_interaction,4,16812
HNRNPM,-0.14597848015806,6.7994885593777,0.201246828619957,0.654024341802454,0.805409993728601,Resolved,alpha_interaction,4,16812
HNRNPR,-0.987702512608406,4.57604138461056,2.46840539426527,0.117151361895717,0.333687408922844,Resolved,alpha_interaction,4,16812
HNRNPU,-0.863217619594923,8.225357503871,11.3321597870384,0.00085596854099276,0.00926099647059855,Resolved,alpha_interaction,4,16812
HNRNPUL1,-1.15555681390617,7.54846266005494,16.0773123807187,7.59619112995475e-05,0.00125203103212548,Resolved,alpha_interaction,4,16812
HNRNPUL2,1.28251441523434,3.89738436868542,3.85654267386955,0.0504255173111027,0.199190271859553,Resolved,alpha_interaction,4,16812
HOMER1,-1.20616734235505,5.28338644850235,4.86955417382882,0.0280498039354448,0.13298739530815,Resolved,alpha_interaction,4,16812
HOMER2,0.910914585750126,1.96068992189615,0.475255703185482,0.491079879511198,0.695124518837735,Resolved,alpha_interaction,4,16812
HOMER3,-0.276626479954909,2.0773286893572,0.0544124535161119,0.81570475143371,0.903414760740957,Resolved,alpha_interaction,4,16812
HOMEZ,-0.90564254792798,3.62616175973992,1.27307624147673,0.260039816104057,0.509138873712828,Resolved,alpha_interaction,4,16812
HOOK1,1.3939561402521,1.90125242808172,1.00740616942773,0.316282321977439,0.558367992973296,Resolved,alpha_interaction,4,16812
HOOK2,-0.825011833360279,7.69556645003131,8.65126288495344,0.00351022636204889,0.0284816243237287,Resolved,alpha_interaction,4,16812
HOOK3,-0.0446342059460468,6.45990150160685,0.0158093336366554,0.900021646466495,0.952004776670108,Resolved,alpha_interaction,4,16812
HORMAD1,-0.488582707071276,3.20770006325873,0.402256747730536,0.526380191635977,0.718958168519937,Resolved,alpha_interaction,4,16812
HORMAD2,-7.03054228505044,2.42544920142957,4.70607870035027,0.0308049729082955,0.142849608981523,Resolved,alpha_interaction,4,16812
HORMAD2-AS1,1.11293691922831,2.36135535175929,1.00453830705532,0.316969658232472,0.558543813859805,Resolved,alpha_interaction,4,16812
HOTAIRM1,-0.868563024018381,5.83564929127878,5.07679875916852,0.0249341531028813,0.122213697366076,Resolved,alpha_interaction,4,16812
HOTTIP,3.33914053631199,5.14921884870651,43.0609821272681,2.16967264209026e-10,1.95308779659603e-08,Resolved,alpha_interaction,4,16812
HOXA-AS2,-4.72373506194277,1.80438843551199,1.01032539469686,0.315595039839748,0.557667819633416,Resolved,alpha_interaction,4,16812
HOXA1,-7.06968157586424,2.46370609191013,4.90401121314423,0.0275205605474045,0.131143895669774,Resolved,alpha_interaction,4,16812
HOXA11,-5.53722473126805,1.45809141555587,1.62761883425369,0.20297485675682,0.450008346537737,Resolved,alpha_interaction,4,16812
HOXA3,-7.31995601197408,2.28165793786742,5.56287456965308,0.0189572795310875,0.100571089768584,Resolved,alpha_interaction,4,16812
HOXA4,-6.75035479493898,1.82449097125502,3.73708211816965,0.0541153268330617,0.20852323509453,Resolved,alpha_interaction,4,16812
HOXA5,-2.91776026365966,4.77625085015592,16.0984979302395,7.50193769705124e-05,0.00123892511358375,Resolved,alpha_interaction,4,16812
HOXB-AS1,1.42743330427795,2.17621684039959,1.99502484171937,0.158789622983623,0.395902586623264,Resolved,alpha_interaction,4,16812
HOXB-AS3,3.02859434423508,3.456425082805,15.7555909343865,8.90782598602559e-05,0.001438601061259,Resolved,alpha_interaction,4,16812
HOXB3,2.35488726481172,1.44312795439087,3.32646583987891,0.0691018631412488,0.241576320052126,Resolved,alpha_interaction,4,16812
HOXD10,-2.97108492255747,1.56147061604525,0.286187835601287,0.593053726124006,0.765720666112842,Resolved,alpha_interaction,4,16812
HOXD3,1.24299287829914,0.775777338743677,0.380031604745131,0.538024553574219,0.727404004398052,Resolved,alpha_interaction,4,16812
HP,3.42705955384742,2.07608590298171,8.35396584141518,0.00411010878837464,0.0320943562239454,Resolved,alpha_interaction,4,16812
HP1BP3,-0.50511176358445,7.25536709828082,3.32021917400422,0.0693795449999166,0.242395866695469,Resolved,alpha_interaction,4,16812
HPCAL1,-0.864823502461366,7.94981136338728,10.4977798560674,0.00132271611202114,0.0130808842795879,Resolved,alpha_interaction,4,16812
HPD,-0.238574685460137,2.5294219794733,0.0239419629176118,0.877130631720392,0.939889202548674,Resolved,alpha_interaction,4,16812
HPF1,0.546010430603514,1.66345036244339,0.166140521262786,0.683836933336237,0.822634599353876,Resolved,alpha_interaction,4,16812
HPGDS,0.878040919567274,1.49749792477601,0.228637103649746,0.632862543290153,0.791625698297882,Resolved,alpha_interaction,4,16812
HPN,0.155404548199674,4.22119948861391,0.037120086213487,0.847343120651994,0.922339433111125,Resolved,alpha_interaction,4,16812
HPN-AS1,-3.43129911614572,1.15860847993784,0.375135065142936,0.540662124152632,0.729785203855136,Resolved,alpha_interaction,4,16812
HPRT1,0.735594742702497,1.65602907553048,0.402430775902516,0.526288084122242,0.718958168519937,Resolved,alpha_interaction,4,16812
HPS1,-1.55420621350532,4.65874159015167,6.18843342064911,0.0133703696369625,0.0782942021374483,Resolved,alpha_interaction,4,16812
HPS1-AS1,-5.40961020358789,1.31148603343306,1.50777449725444,0.220399509188983,0.469270079595388,Resolved,alpha_interaction,4,16812
HPS3,-7.99921487722634,3.32716059410753,9.18860988849318,0.00263866094701758,0.0225871526686658,Resolved,alpha_interaction,4,16812
HPS4,0.0366582285982635,3.13786239773865,0.00176926984023945,0.966475108951986,0.985287704305427,Resolved,alpha_interaction,4,16812
HPS5,-2.05779008113318,7.56554814218737,38.1603728480716,2.00609917764596e-09,1.31615018007965e-07,Resolved,alpha_interaction,4,16812
HPSE,-2.03885823602636,6.65449687340152,25.6998278891629,6.80658886270684e-07,2.15910135773259e-05,Resolved,alpha_interaction,4,16812
HPSE2,-0.0525059799210338,4.44549232927348,0.0062525918149449,0.937023959118378,0.971436344822755,Resolved,alpha_interaction,4,16812
HRG-AS1,2.00505148985736,2.47147057306621,4.44626687318192,0.0357572597692789,0.158908551742299,Resolved,alpha_interaction,4,16812
HRH1,-0.963243472501091,4.6363923760393,2.39635496801418,0.122611786035702,0.341905680350344,Resolved,alpha_interaction,4,16812
HRH2,-0.185295788341292,2.25222539207967,0.0129715811081674,0.909394370987837,0.956742062894088,Resolved,alpha_interaction,4,16812
HS1BP3,-0.706744488763275,4.72700295698869,1.6609736853074,0.198411532364897,0.444137787048222,Resolved,alpha_interaction,4,16812
HS2ST1,-0.770629269057872,5.89624913175259,3.18720891393505,0.0751752134726492,0.253879832562767,Resolved,alpha_interaction,4,16812
HS3ST2,2.84130745785813,3.33012247679228,2.75634968474192,0.122903608480009,0.342265275097883,Resolved,alpha_interaction,4,16812
HS3ST3A1,0.185068242071668,2.46291435917316,0.0113126991524585,0.915362915317964,0.959316303855343,Resolved,alpha_interaction,4,16812
HS3ST3B1,-2.10849680730453,4.70797004506009,4.92741450007699,0.0271389603845102,0.129910077968254,Resolved,alpha_interaction,4,16812
HS3ST4,2.92951752551037,1.48743777114552,4.99192689080103,0.0261574438683959,0.126695173239836,Resolved,alpha_interaction,4,16812
HS3ST5,2.60882133387039,2.24888633658849,7.59644403265348,0.00618332941765539,0.0442358017743074,Resolved,alpha_interaction,4,16812
HS6ST1,-2.14208376418891,3.65808352401049,2.87316227358201,0.0910498956408378,0.287407218459212,Resolved,alpha_interaction,4,16812
HS6ST2,-0.464386891975122,2.14971222542155,0.088349802422322,0.766479866462564,0.874435919703052,Resolved,alpha_interaction,4,16812
HS6ST3,1.28652599371446,3.46818131029857,2.92691564251406,0.0880835514947242,0.2818474905901,Resolved,alpha_interaction,4,16812
HSBP1,-0.60847256730394,4.18307094981693,1.04909945521275,0.306494801400758,0.550653372066627,Resolved,alpha_interaction,4,16812
HSBP1L1,0.630827135200929,2.14551982425987,0.32619080526166,0.568310842178327,0.748421943851522,Resolved,alpha_interaction,4,16812
HSCB,2.95987182740925,1.82506895001856,11.7419960977769,0.000691115443967612,0.00782426454140302,Resolved,alpha_interaction,4,16812
HSD11B1,-3.02298169889598,4.56391531916927,7.13212097558757,0.00796320249678307,0.0531259366571099,Resolved,alpha_interaction,4,16812
HSD11B1-AS1,-1.66142305849269,8.92487751028089,40.1002834151895,8.29563007364093e-10,6.0637449042631e-08,Resolved,alpha_interaction,4,16812
HSD11B1L,0.397895107790386,1.70371435066699,0.0926683846345762,0.761009383227842,0.871531999375101,Resolved,alpha_interaction,4,16812
HSD17B11,-0.917846439686751,6.95823832546029,9.74444240217954,0.00196517654618345,0.0180046583620905,Resolved,alpha_interaction,4,16812
HSD17B12,-0.785662649771962,4.00667187910639,1.34246357941148,0.247467996739795,0.497254612514279,Resolved,alpha_interaction,4,16812
HSD17B13,-4.74663763064073,1.57218265138724,1.01127053513005,0.315373996811198,0.557652747723229,Resolved,alpha_interaction,4,16812
HSD17B14,0.471814452248265,2.33983171326391,0.136958162440686,0.711568479702134,0.84085817675914,Resolved,alpha_interaction,4,16812
HSD17B2,-4.57425747927679,1.26184143135388,0.864764286580707,0.353123420137883,0.589789346096818,Resolved,alpha_interaction,4,16812
HSD17B4,-0.303395209097462,5.71572717583194,0.656937303759977,0.418254217710456,0.640974968998141,Resolved,alpha_interaction,4,16812
HSD17B6,1.54062731097933,1.75330896471541,1.22814260150824,0.268601809737327,0.516866353220121,Resolved,alpha_interaction,4,16812
HSD17B7,-0.303488855600257,1.50274779600384,0.0346051394906563,0.852543982675548,0.925757729517527,Resolved,alpha_interaction,4,16812
HSD3B7,-2.50944996769549,3.08036606298238,4.09397868490938,0.0438759790917005,0.182044165964874,Resolved,alpha_interaction,4,16812
HSDL1,-0.561104170295957,4.2729469504631,0.658935087517513,0.417543185299683,0.640428430914905,Resolved,alpha_interaction,4,16812
HSDL2,-0.635493995893523,4.79163962859008,1.50935249996382,0.220150423152929,0.468977307912702,Resolved,alpha_interaction,4,16812
HSDL2-AS1,0.579528278381968,2.13961040125384,0.285227966129674,0.593664717825033,0.765990113500615,Resolved,alpha_interaction,4,16812
HSF1,0.814058002044616,2.8444329303345,1.02397617600083,0.312341435123857,0.555299060538931,Resolved,alpha_interaction,4,16812
HSF2,-0.319609755842253,2.12286385741623,0.0732043882540637,0.786901250549393,0.887699377590847,Resolved,alpha_interaction,4,16812
HSF2BP,2.207441925067,1.38806937258073,2.17894441364273,0.140900886976072,0.369724631159937,Resolved,alpha_interaction,4,16812
HSF5,0.487319332877952,1.70406247968359,0.0775199284210342,0.780869641676976,0.884217715085426,Resolved,alpha_interaction,4,16812
HSH2D,-0.476300793204502,5.07685127663079,0.899936085150672,0.343522272441791,0.581893848291324,Resolved,alpha_interaction,4,16812
HSP90AA1,-0.765641472889503,7.54198438906394,7.53745287814698,0.0063895318831426,0.0453182760093941,Resolved,alpha_interaction,4,16812
HSP90AB1,-1.62011565035428,6.11556149671446,12.261298180316,0.000528985630765874,0.00630730952087651,Resolved,alpha_interaction,4,16812
HSP90B1,-0.296336901958602,5.55616314201116,0.437558240595819,0.50878578011157,0.706742670018649,Resolved,alpha_interaction,4,16812
HSPA12A,0.957752921655991,1.82098221716104,0.523318859673293,0.469960633196321,0.679946485825865,Resolved,alpha_interaction,4,16812
HSPA13,0.14587194854299,4.82523319891326,0.0755407285258711,0.78361335699842,0.886011685914146,Resolved,alpha_interaction,4,16812
HSPA14,-0.849203521230991,2.54314397150974,0.571812743786863,0.450095698833539,0.665553046600414,Resolved,alpha_interaction,4,16812
HSPA1A,-1.64402034289599,6.85427241181568,22.9644874495629,2.5447708876037e-06,6.70575049567294e-05,Resolved,alpha_interaction,4,16812
HSPA1B,-1.917981478472,2.36800319619558,1.95195747516009,0.163350950896617,0.400913311894004,Resolved,alpha_interaction,4,16812
HSPA1L,-0.704691121803686,1.67647222001413,0.202768787715542,0.652802751556213,0.804671886440578,Resolved,alpha_interaction,4,16812
HSPA2,-1.11899557688735,3.71809691405169,1.98722376782456,0.1596052390922,0.396497835239544,Resolved,alpha_interaction,4,16812
HSPA2-AS1,0.124529727941608,2.71350409662621,0.0141256618195489,0.905467439586584,0.955043037801532,Resolved,alpha_interaction,4,16812
HSPA4,0.0302522689559665,5.47293856226133,0.00427374117477281,0.947917691150851,0.976016182240819,Resolved,alpha_interaction,4,16812
HSPA5,-1.01754952712148,7.20505605703025,9.45231595922778,0.00229312264427177,0.0202798410812715,Resolved,alpha_interaction,4,16812
HSPA5-DT,-4.57125397799299,1.15622098112581,0.831070259593533,0.362661220197498,0.597598138878835,Resolved,alpha_interaction,4,16812
HSPA6,-0.52924011039321,5.63727261764877,1.50585491184679,0.220685230131486,0.469581076948556,Resolved,alpha_interaction,4,16812
HSPA8,-1.83499154207098,4.56124957593218,6.27735394809394,0.0127265382613873,0.0754171876103077,Resolved,alpha_interaction,4,16812
HSPA9,-1.51244323176406,8.20649638669737,28.5564737702016,1.74768553875458e-07,6.46849219891274e-06,Resolved,alpha_interaction,4,16812
HSPB1,-3.78476427317165,1.15889427197594,0.489624140413076,0.484611637493969,0.69069537706461,Resolved,alpha_interaction,4,16812
HSPB11,0.623354074174953,2.34992928519821,0.343444995994018,0.558259041224985,0.741971076781837,Resolved,alpha_interaction,4,16812
HSPB8,0.118284811042324,2.0725744555816,0.00978505260787089,0.921264157509762,0.962783179962337,Resolved,alpha_interaction,4,16812
HSPBAP1,-0.545600065329387,6.2230709151684,2.39490621567256,0.122733543093415,0.341976234058049,Resolved,alpha_interaction,4,16812
HSPBP1,-5.12037991507889,0.818895136759497,1.11598342672519,0.29158870933892,0.538038128901559,Resolved,alpha_interaction,4,16812
HSPD1,0.342350151576893,3.52848085805982,0.256177865483006,0.613109159807701,0.778460176322564,Resolved,alpha_interaction,4,16812
HSPE1,-0.403750885751806,1.97341770214502,0.063901308649053,0.800595821605456,0.895755154587443,Resolved,alpha_interaction,4,16812
HSPG2,1.60761479944984,1.54203064084972,0.678078317765503,0.410865602491514,0.635111484837011,Resolved,alpha_interaction,4,16812
HSPH1,0.610812850376493,1.84503751314179,0.220505289806199,0.638975210904032,0.794973096721806,Resolved,alpha_interaction,4,16812
HTATIP2,-1.47292416537215,6.15343560836385,16.5249563593793,6.06746637365052e-05,0.00103245186916814,Resolved,alpha_interaction,4,16812
HTATSF1,1.47756753080777,3.40136135620649,5.12531147036707,0.0242524520391188,0.119815522680478,Resolved,alpha_interaction,4,16812
HTR1D,3.58166982071016,1.27286834854626,6.56838614732237,0.0108377881619201,0.0671351859168019,Resolved,alpha_interaction,4,16812
HTR1E,2.43814900633622,1.77080106690055,3.76244652083641,0.0532924856262694,0.206536023132513,Resolved,alpha_interaction,4,16812
HTR1F,-0.264376309870438,2.68291626125152,0.0512881902759335,0.820981537599723,0.906379144347685,Resolved,alpha_interaction,4,16812
HTR2B,0.267764029634044,1.21778930621866,0.0248689285692227,0.874794265594451,0.938652856252334,Resolved,alpha_interaction,4,16812
HTR2C,0.974634052683186,2.59655254502357,0.815181820854482,0.367270357076606,0.601046358724025,Resolved,alpha_interaction,4,16812
HTR3B,-3.15541870283968,1.31381890205398,0.32435280619693,0.569411965119908,0.749148690643569,Resolved,alpha_interaction,4,16812
HTR4,-4.76294630574586,1.82533379588654,1.04056929517185,0.308474834235662,0.552629236076165,Resolved,alpha_interaction,4,16812
HTR7,1.77403568268511,1.45726165952003,1.49020905103744,0.223093076642533,0.472253941641183,Resolved,alpha_interaction,4,16812
HTRA1,2.56881062436842,1.26202535637457,2.70669868122144,0.100912591803871,0.304749864093169,Resolved,alpha_interaction,4,16812
HTRA2,-1.12071949490354,4.34594702040778,2.50608062299865,0.114399205393314,0.32882192529875,Resolved,alpha_interaction,4,16812
HTRA3,-6.01290003283807,1.99301254586048,2.38187004885239,0.123757291057945,0.343674855841785,Resolved,alpha_interaction,4,16812
HTRA4,-7.67393434913233,3.75737732122856,7.30331387906206,0.00725843870147293,0.0496488585120712,Resolved,alpha_interaction,4,16812
HTT,-0.664999954711553,3.35362548622383,0.369152283146824,0.54389924082053,0.732342947034659,Resolved,alpha_interaction,4,16812
HTT-AS,0.987137038116775,0.979100815170143,0.266263228644005,0.606210399386166,0.774203071595276,Resolved,alpha_interaction,4,16812
HULC,0.0944475471117285,3.0919240562189,0.00900917883720897,0.924440480928401,0.96460675760291,Resolved,alpha_interaction,4,16812
HUNK,-0.244591097540004,2.73617203861253,0.0250046472916998,0.87445597521654,0.938484127375708,Resolved,alpha_interaction,4,16812
HUS1,0.754888553479004,1.99938023563443,0.46224165783405,0.49706761040345,0.699298355420682,Resolved,alpha_interaction,4,16812
HUWE1,-2.51067055942867,4.87635118455854,8.00520470231702,0.00496058394707069,0.0374314799453108,Resolved,alpha_interaction,4,16812
HVCN1,-0.404693277449829,5.79804001751761,1.12250257328249,0.290190637562487,0.536464992359901,Resolved,alpha_interaction,4,16812
HYAL1,-5.06238753495483,1.75761477328087,1.26867870913434,0.260871243222008,0.509417040279447,Resolved,alpha_interaction,4,16812
