barcode,DonorID,ConditionCode,neutrophil_cluster_annotation,neutrophil_state_annotation,lineage_eligible
D_56376110,Donor3,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56377568,Donor6,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56378683,Donor1,UA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56379614,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56379946,Donor5,UD,Low-signal neutrophil,CXCR4 neutrophil,TRUE
D_56381541,Donor6,UD,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56381795,Donor2,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56383050,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56383144,Donor1,UD,Low-signal neutrophil,OSM neutrophil,TRUE
D_56384353,Donor4,UA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56386145,Donor3,UA5,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56387443,Donor3,UA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56389451,Donor4,UD,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56391334,Donor1,UA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56393404,Donor3,UA5,IL1R2+ inflammatory neutrophil,OSM neutrophil,TRUE
D_56394553,Donor4,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56394606,Donor3,UA5,PADI4/translation-high neutrophil,CXCR4 neutrophil,TRUE
D_56396717,Donor5,UD,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56397586,Donor3,UD,Activated OSM/CXCR4 neutrophil,MX1/ISG neutrophil,TRUE
D_56397679,Donor4,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56398002,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56399150,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56402118,Donor4,UA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56403323,Donor2,UD,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56404202,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56405029,Donor3,UA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56405804,Donor2,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56409547,Donor3,UD,PADI4/translation-high neutrophil,CXCR4 neutrophil,TRUE
D_56410730,Donor6,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56412429,Donor4,UD,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56413081,Donor1,UA5,Activated OSM/CXCR4 neutrophil,MX1/ISG neutrophil,TRUE
D_56415733,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56416623,Donor3,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56421390,Donor1,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56422598,Donor2,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56423127,Donor1,UA5,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56423347,Donor3,UA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56424560,Donor5,UD,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56426807,Donor2,UD,IL1R2+ inflammatory neutrophil,OSM neutrophil,TRUE
D_56427660,Donor3,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56427973,Donor4,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56429310,Donor4,UA5,IL1R2+ inflammatory neutrophil,OSM neutrophil,TRUE
D_56429895,Donor4,UD,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56432507,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56435134,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56436612,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56437990,Donor3,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56438825,Donor3,UA5,Low-signal neutrophil,OSM neutrophil,TRUE
D_56439697,Donor3,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56441157,Donor2,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56443038,Donor5,UD,PADI4/translation-high neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56443870,Donor3,UA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56444400,Donor1,UA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56444726,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56447497,Donor5,UD,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56447685,Donor2,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56447964,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56449094,Donor2,UD,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56452853,Donor3,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56456529,Donor2,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56456629,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56457357,Donor1,UA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56460424,Donor2,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56462020,Donor2,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56466929,Donor3,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56468828,Donor2,UA5,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56470402,Donor6,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56474207,Donor1,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56475361,Donor1,UA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56476902,Donor2,UA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56477609,Donor6,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56479766,Donor3,UD,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56483225,Donor4,UA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56483566,Donor1,UA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56485445,Donor4,UA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56486770,Donor4,UA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56488858,Donor6,UA5,PADI4/translation-high neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56492066,Donor1,UA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56493887,Donor5,UD,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56495614,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56496364,Donor6,UD,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56498248,Donor1,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56498416,Donor3,UD,LTF/BPI immature neutrophil,PADI4 neutrophil,TRUE
D_56500672,Donor2,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56501230,Donor2,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56507365,Donor1,UA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56507551,Donor1,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56508316,Donor4,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56511772,Donor3,UA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56512586,Donor6,UD,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56513997,Donor2,UA5,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56517422,Donor2,UD,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56518661,Donor2,UD,PADI4/translation-high neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56520493,Donor4,UD,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56522182,Donor3,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56522314,Donor2,UA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56524020,Donor2,UD,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56526237,Donor4,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56527538,Donor3,UA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56535077,Donor3,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56537653,Donor2,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56538996,Donor2,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56539941,Donor2,UA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56539947,Donor5,UD,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56544529,Donor6,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56545534,Donor4,UD,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56546823,Donor4,UD,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56548104,Donor3,UA5,Activated OSM/CXCR4 neutrophil,MX1/ISG neutrophil,TRUE
D_56550245,Donor4,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56550439,Donor1,UA5,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56551345,Donor6,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56558083,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56558093,Donor3,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56558179,Donor3,UA5,CCL3/CCL4 inflammatory neutrophil,OSM neutrophil,TRUE
D_56558357,Donor3,UD,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56558752,Donor6,UD,PADI4/translation-high neutrophil,CXCR4 neutrophil,TRUE
D_56560587,Donor5,UD,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56562221,Donor3,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56566157,Donor1,UA5,Low-signal neutrophil,CXCR4 neutrophil,TRUE
D_56566510,Donor4,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56568456,Donor1,UA5,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56571619,Donor2,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56571751,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56572207,Donor3,UA5,Low-signal neutrophil,CXCR4 neutrophil,TRUE
D_56573158,Donor2,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56574873,Donor1,UA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56576268,Donor1,UA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56578061,Donor4,UD,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56578704,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56584086,Donor4,UD,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56584956,Donor4,UD,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56585508,Donor4,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56586606,Donor6,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56587394,Donor5,UD,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56587703,Donor4,UD,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56589735,Donor4,UD,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56590128,Donor1,UA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56591196,Donor2,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56592673,Donor2,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56593291,Donor3,UA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56593744,Donor1,UA5,Low-signal neutrophil,OSM neutrophil,TRUE
D_56596787,Donor4,UD,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56597899,Donor4,UA5,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56599017,Donor2,UA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56602337,Donor2,UA5,PADI4/translation-high neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56604068,Donor4,UD,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
D_56605093,Donor4,UA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
D_56605536,Donor1,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56606567,Donor6,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56608438,Donor2,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56608903,Donor3,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56613861,Donor6,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56616381,Donor5,UD,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56618460,Donor6,UA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56619207,Donor5,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56620171,Donor1,UA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56620914,Donor2,UA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56621364,Donor5,UD,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
D_56621704,Donor2,UD,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_105,Donor3,NA5,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
E_971,Donor4,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_2896,Donor3,NA5,Low-signal neutrophil,OSM neutrophil,TRUE
E_3095,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_3848,Donor3,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_4202,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_4364,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_5230,Donor6,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_5288,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_5455,Donor2,NA5,Activated OSM/CXCR4 neutrophil,MX1/ISG neutrophil,TRUE
E_6506,Donor4,CF,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_7285,Donor5,NA5,IL1R2+ inflammatory neutrophil,PADI4 neutrophil,TRUE
E_10056,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_10620,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_10921,Donor3,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_11451,Donor4,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_12715,Donor3,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_14152,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_15258,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_15262,Donor2,NA5,Low-signal neutrophil,PADI4 neutrophil,TRUE
E_17988,Donor3,CF,Activated OSM/CXCR4 neutrophil,PADI4 neutrophil,TRUE
E_18445,Donor3,NA5,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
E_20125,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_20242,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_21972,Donor6,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_23231,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_23731,Donor4,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_25588,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_25848,Donor2,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_26141,Donor4,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_26225,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_26355,Donor5,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_26431,Donor6,CF,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_26495,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_26886,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_26935,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_29005,Donor6,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_29780,Donor3,NA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_30770,Donor5,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_33515,Donor3,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_34152,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_35456,Donor1,CF,Activated OSM/CXCR4 neutrophil,MX1/ISG neutrophil,TRUE
E_35536,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_36995,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_37196,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_38386,Donor5,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_38554,Donor3,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_39649,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_39931,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_40604,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_42162,Donor3,NA5,RORA+ atypical neutrophil,CXCR4 neutrophil,TRUE
E_43517,Donor4,NA5,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_43984,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_44485,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_45638,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_45821,Donor4,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_47028,Donor6,CF,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_48531,Donor3,NA5,PADI4/translation-high neutrophil,CXCR4 neutrophil,TRUE
E_50335,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_52140,Donor5,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_52527,Donor1,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_52608,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_52920,Donor3,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_53624,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_53751,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_57363,Donor4,CF,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_57694,Donor4,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_60718,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_61567,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_61807,Donor2,NA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_62224,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_62333,Donor3,CF,Activated OSM/CXCR4 neutrophil,PADI4 neutrophil,TRUE
E_62817,Donor3,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_63724,Donor3,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_64054,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_64068,Donor1,CF,DHFR+ proliferative/stress neutrophil,Low-signal/unresolved neutrophil,TRUE
E_64281,Donor2,NA5,Low-signal neutrophil,OSM neutrophil,TRUE
E_64301,Donor3,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_64498,Donor3,CF,Activated OSM/CXCR4 neutrophil,PADI4 neutrophil,TRUE
E_67560,Donor6,CF,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_69249,Donor1,CF,Low-signal neutrophil,OSM neutrophil,TRUE
E_69843,Donor5,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_70264,Donor5,NA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_71706,Donor3,CF,PADI4/translation-high neutrophil,OSM neutrophil,TRUE
E_74927,Donor5,NA5,Low-signal neutrophil,CXCR4 neutrophil,TRUE
E_75148,Donor3,NA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_76035,Donor3,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_77418,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_77440,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_78307,Donor3,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_80393,Donor5,NA5,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_80999,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_83298,Donor1,CF,Activated OSM/CXCR4 neutrophil,Low-signal/unresolved neutrophil,TRUE
E_85696,Donor4,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_85746,Donor6,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_86072,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_86466,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_88648,Donor3,CF,CCL3/CCL4 inflammatory neutrophil,OSM neutrophil,TRUE
E_90087,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_90203,Donor6,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_94667,Donor3,CF,Activated OSM/CXCR4 neutrophil,OSM neutrophil,TRUE
E_94838,Donor6,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_98061,Donor2,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_98178,Donor3,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_98228,Donor2,NA5,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_98229,Donor1,CF,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_98659,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_102635,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_102649,Donor5,NA5,Low-signal neutrophil,CXCR4 neutrophil,TRUE
E_102985,Donor4,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_103825,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_105690,Donor1,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_107861,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_107912,Donor5,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_109408,Donor4,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_109878,Donor6,CF,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
E_110320,Donor3,NA5,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_111669,Donor4,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_112319,Donor4,CF,Low-signal neutrophil,Low-signal/unresolved neutrophil,TRUE
E_113538,Donor4,NA5,Activated OSM/CXCR4 neutrophil,CXCR4 neutrophil,TRUE
E_114135,Donor5,NA5,Low-signal neutrophil,MX1/ISG neutrophil,TRUE
E_114762,Donor6,CF,IL1R2+ inflammatory neutrophil,Low-signal/unresolved neutrophil,TRUE
